Year,location,commodity,category,price_per_kg
2026,Bagerhat,Katla-Medium (2.50-4.50 kg),Fish,325.0
2026,Bagerhat,Katla-Small (1.50-2.00 kg),Fish,260.0
2026,Bagerhat,Mregal-small,Fish,225.0
2026,Bagerhat,Pangash (big),Fish,206.16
2026,Bagerhat,Rice-Boro-Fine,Rice,73.53
2026,Bagerhat,Rice-Boro-Medium,Rice,54.95
2026,Bagerhat,Ricel-Boro-Mota,Rice,47.22
2026,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish,325.0
2026,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish,260.0
2026,Bagerhat,Shrimp-small,Fish,550.0
2026,Bagerhat,Silver Carp,Fish,210.0
2026,Bagerhat,Sonali Chicken,Chicken,304.21
2026,Bagerhat,Telapia/Nilotica,Fish,120.0
2026,Bandarban,Broiler chicken,Chicken,230.45
2026,Bandarban,Chinigura Rice,Rice,135.2
2026,Bandarban,Hilsha (500-900) gm,Fish,1550.0
2026,Bandarban,Katla-Medium (2.50-4.50 kg),Fish,390.0
2026,Bandarban,Katla-Small (1.50-2.00 kg),Fish,331.66
2026,Bandarban,Local Hen - Big (above 900 gm),Chicken,563.36
2026,Bandarban,Local Hen - Medium (700-850 gm),Chicken,612.55
2026,Bandarban,Pangash (big),Fish,179.83
2026,Bandarban,Pangash (small),Fish,165.0
2026,Bandarban,Rice - Aman - Coarse,Rice,45.5
2026,Bandarban,Rice - Aman - Medium,Rice,65.36500000000001
2026,Bandarban,Rice - Aman-Fine,Rice,78.87
2026,Bandarban,Rice - Atap,Rice,61.0
2026,Bandarban,Rice-Boro-Fine,Rice,77.83
2026,Bandarban,Rice-Boro-Medium,Rice,62.5
2026,Bandarban,Ricel-Boro-Mota,Rice,50.58
2026,Bandarban,Ruhi (Imported) medium (2.50-4.50 kg),Fish,390.0
2026,Bandarban,Ruhi (Local) - small (1.50-2.00 kg),Fish,360.99
2026,Bandarban,Shrimp Golda,Fish,1310.66
2026,Bandarban,Shrimp-small,Fish,663.41
2026,Bandarban,Silver Carp,Fish,201.16
2026,Bandarban,Sonali Chicken,Chicken,336.305
2026,Bandarban,Telapia/Nilotica,Fish,215.05
2026,Barguna,Broiler Farm,Chicken,172.28
2026,Barguna,Broiler chicken,Chicken,170.42
2026,Barguna,Chinigura Rice,Rice,117.655
2026,Barguna,Hilsha (500-900) gm,Fish,1813.075
2026,Barguna,Pangash (big),Fish,172.565
2026,Barguna,Pangash (small),Fish,216.49
2026,Barguna,Rice - Aman - Coarse,Rice,49.56
2026,Barguna,Rice - Aman - Medium,Rice,55.91
2026,Barguna,Rice - Aman-Fine,Rice,71.99000000000001
2026,Barguna,Rice - Amon - Hybrid - Coarse,Rice,49.35
2026,Barguna,Ruhi (Imported) medium (2.50-4.50 kg),Fish,479.58
2026,Barguna,Ruhi (Local) - medium (2.50-4.50 kg),Fish,517.35
2026,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish,361.29499999999996
2026,Barguna,Sonali Chicken,Chicken,295.89
2026,Barisal,Chinigura Rice,Rice,153.79
2026,Barisal,Farm-raised Hen,Chicken,174.36
2026,Barisal,Katla-Medium (2.50-4.50 kg),Fish,420.0
2026,Barisal,Katla-Small (1.50-2.00 kg),Fish,305.0
2026,Barisal,Pangash (small),Fish,215.0
2026,Barisal,Rice - Aman - Coarse,Rice,57.0
2026,Barisal,Rice - Aman - Medium,Rice,64.0
2026,Barisal,Rice - Boro - Hybrid - Coarse,Rice,57.0
2026,Barisal,Rice - Boro - Hybrid - Medium,Rice,66.0
2026,Barisal,Rice-Boro-Hybrid -Fine,Rice,77.54
2026,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish,395.0
2026,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish,295.0
2026,Barisal,Telapia/Nilotica,Fish,177.37
2026,Bhola,Farm-raised Hen,Chicken,172.2
2026,Bhola,Rice - Aman - Coarse,Rice,45.73
2026,Bhola,Rice - Aman - Medium,Rice,53.85
2026,Bhola,Rice - Aman-Fine,Rice,67.51
2026,Bhola,Rice - Boro - Hybrid - Coarse,Rice,47.5
2026,Bhola,Rice-Boro-Fine,Rice,71.44
2026,Bhola,Rice-Boro-Medium,Rice,55.31
2026,Bhola,Ricel-Boro-Mota,Rice,50.2
2026,Bhola,Ruhi (Local) - small (1.50-2.00 kg),Fish,331.71
2026,Bhola,Shrimp-small,Fish,763.49
2026,Bhola,Telapia/Nilotica,Fish,225.0
2026,Bogura,Broiler chicken,Chicken,165.745
2026,Bogura,Katla-Big (above 5 Kg),Fish,440.0
2026,Bogura,Katla-Medium (2.50-4.50 kg),Fish,370.0
2026,Bogura,Katla-Small (1.50-2.00 kg),Fish,290.47
2026,Bogura,Local Hen - Big (above 900 gm),Chicken,539.905
2026,Bogura,Mregal-small,Fish,215.19
2026,Bogura,Pangash (big),Fish,191.41500000000002
2026,Bogura,Rice - Aman - Coarse,Rice,51.565
2026,Bogura,Rice - Aman - Medium,Rice,61.760000000000005
2026,Bogura,Rice - Aman-Fine,Rice,75.77000000000001
2026,Bogura,Rice-Boro-Hybrid -Fine,Rice,77.12
2026,Bogura,Rice-Boro-Medium,Rice,62.83
2026,Bogura,Ricel-Boro-Mota,Rice,51.0
2026,Bogura,Ruhi (Imported) medium (2.50-4.50 kg),Fish,400.0
2026,Bogura,Ruhi (Imported) small (1.50-2.00 kg),Fish,320.0
2026,Bogura,Ruhi (Local) - small (1.50-2.00 kg),Fish,310.0
2026,Bogura,Silver Carp,Fish,218.3
2026,Bogura,Sonali Chicken,Chicken,269.49
2026,Bogura,Telapia/Nilotica,Fish,203.77
2026,Brahmanbaria,Broiler chicken,Chicken,169.52
2026,Brahmanbaria,Farm-raised Hen,Chicken,172.05
2026,Brahmanbaria,Katla-Medium (2.50-4.50 kg),Fish,419.21500000000003
2026,Brahmanbaria,Local Hen - Big (above 900 gm),Chicken,705.8
2026,Brahmanbaria,Pangash (big),Fish,180.35000000000002
2026,Brahmanbaria,Rice - Aman - Coarse,Rice,50.265
2026,Brahmanbaria,Rice - Aman - Medium,Rice,56.55
2026,Brahmanbaria,Rice - Amon - Hybrid - Narrow,Rice,75.0
2026,Brahmanbaria,Rice - Boro - Hybrid - Medium,Rice,59.24
2026,Brahmanbaria,Rice-Boro-Hybrid -Fine,Rice,78.33
2026,Brahmanbaria,Ricel-Boro-Mota,Rice,51.1
2026,Brahmanbaria,Ruhi (Imported) medium (2.50-4.50 kg),Fish,376.35
2026,Brahmanbaria,Ruhi (Local) - medium (2.50-4.50 kg),Fish,376.82
2026,Brahmanbaria,Sonali Chicken,Chicken,326.235
2026,Brahmanbaria,Telapia/Nilotica,Fish,193.7
2026,Chandpur,Broiler chicken,Chicken,153.53
2026,Chandpur,Chinigura Rice,Rice,144.25
2026,Chandpur,Hilsha (500-900) gm,Fish,1921.36
2026,Chandpur,Katla-Small (1.50-2.00 kg),Fish,272.02
2026,Chandpur,Pangash (big),Fish,167.92000000000002
2026,Chandpur,Rice - Aush - Hybrid - Narrow,Rice,51.75
2026,Chandpur,Rice - Boro - Hybrid - Coarse,Rice,40.985
2026,Chandpur,Rice - Boro - Hybrid - Medium,Rice,48.89
2026,Chandpur,Rice-Boro-Hybrid -Fine,Rice,71.64
2026,Chandpur,Ruhi (Local) - small (1.50-2.00 kg),Fish,281.46000000000004
2026,Chandpur,Shrimp-small,Fish,356.25
2026,Chandpur,Sonali Chicken,Chicken,274.055
2026,Chapainawabganj,Broiler chicken,Chicken,171.72
2026,Chapainawabganj,Grass carp,Fish,246.32999999999998
2026,Chapainawabganj,Kai,Fish,237.83
2026,Chapainawabganj,Katla-Small (1.50-2.00 kg),Fish,326.55
2026,Chapainawabganj,Local Hen - Medium (700-850 gm),Chicken,519.3
2026,Chapainawabganj,Mregal-small,Fish,243.19
2026,Chapainawabganj,Pangash (big),Fish,189.745
2026,Chapainawabganj,Rice - Aman - Coarse,Rice,48.06999999999999
2026,Chapainawabganj,Rice - Boro - Hybrid - Coarse,Rice,51.155
2026,Chapainawabganj,Rice-Boro-Hybrid -Fine,Rice,73.125
2026,Chapainawabganj,Rice-Boro-Medium,Rice,64.275
2026,Chapainawabganj,Ruhi (Local) - small (1.50-2.00 kg),Fish,334.62
2026,Chapainawabganj,Silver Carp,Fish,185.905
2026,Chapainawabganj,Sonali Chicken,Chicken,268.15
2026,Chapainawabganj,Telapia/Nilotica,Fish,189.73000000000002
2026,Chattogram,Broiler chicken,Chicken,173.44
2026,Chattogram,Chinigura Rice,Rice,139.31
2026,Chattogram,Hilsha (500-900) gm,Fish,712.5
2026,Chattogram,Katla-Medium (2.50-4.50 kg),Fish,347.32
2026,Chattogram,Katla-Small (1.50-2.00 kg),Fish,337.52
2026,Chattogram,Local Hen - Medium (700-850 gm),Chicken,627.11
2026,Chattogram,Pangash (big),Fish,170.0
2026,Chattogram,Pangash (small),Fish,230.0
2026,Chattogram,Poah,Fish,310.2
2026,Chattogram,Rice - Aman - Coarse,Rice,54.6
2026,Chattogram,Rice - Aman - Medium,Rice,73.02
2026,Chattogram,Rice - Aman-Fine,Rice,79.4
2026,Chattogram,Rice - Boro - Hybrid - Coarse,Rice,61.01
2026,Chattogram,Rice - Boro - Hybrid - Medium,Rice,61.37
2026,Chattogram,Rice-Boro-Hybrid -Fine,Rice,76.0
2026,Chattogram,Ruhi (Imported) medium (2.50-4.50 kg),Fish,356.18
2026,Chattogram,Ruhi (Local) - small (1.50-2.00 kg),Fish,347.19
2026,Chattogram,Rupchanda,Fish,710.33
2026,Chattogram,Sonali Chicken,Chicken,329.33
2026,Chuadanga,Broiler Farm,Chicken,190.13
2026,Chuadanga,Broiler chicken,Chicken,195.88
2026,Chuadanga,Chinigura Rice,Rice,176.92000000000002
2026,Chuadanga,Farm-raised Hen,Chicken,200.0
2026,Chuadanga,Kalojira,Rice,120.77
2026,Chuadanga,Kataribhog,Rice,113.46000000000001
2026,Chuadanga,Local,Chicken,575.42
2026,Chuadanga,Rice - Aman - Coarse,Rice,46.94
2026,Chuadanga,Rice - Aush - Coarse,Rice,46.32
2026,Chuadanga,Rice - Aush-medium,Rice,52.5
2026,Chuadanga,Rice - Boro - Hybrid - Coarse,Rice,47.0
2026,Chuadanga,Rice - Boro - Hybrid - Medium,Rice,55.56
2026,Chuadanga,Rice-Boro-Fine,Rice,76.135
2026,Chuadanga,Rice-Boro-Medium,Rice,58.985
2026,Chuadanga,Ricel-Boro-Mota,Rice,46.26
2026,Comilla,Broiler chicken,Chicken,175.676
2026,Comilla,Grass carp,Fish,275.0
2026,Comilla,Katla-Medium (2.50-4.50 kg),Fish,390.0
2026,Comilla,Katla-Small (1.50-2.00 kg),Fish,333.598
2026,Comilla,Local Hen - Medium (700-850 gm),Chicken,575.0
2026,Comilla,Mregal-small,Fish,235.0
2026,Comilla,Pangash (big),Fish,176.448
2026,Comilla,Rice - Aman - Coarse,Rice,51.23666666666667
2026,Comilla,Rice - Aman - Medium,Rice,60.335
2026,Comilla,Rice - Aman-Fine,Rice,83.0575
2026,Comilla,Rice - Amon - Hybrid - Coarse,Rice,51.0
2026,Comilla,Rice - Aush - Hybrid - Coarse,Rice,51.0
2026,Comilla,Rice - Aush - Hybrid - Medium,Rice,59.525
2026,Comilla,Rice - Aush - Hybrid - Narrow,Rice,82.0
2026,Comilla,Rice - Boro - Hybrid - Coarse,Rice,51.13666666666666
2026,Comilla,Rice - Boro - Hybrid - Medium,Rice,61.6
2026,Comilla,Rice-Boro-Hybrid -Fine,Rice,82.25
2026,Comilla,Ricel-Boro-Mota,Rice,51.0
2026,Comilla,Ruhi (Imported) small (1.50-2.00 kg),Fish,323.73
2026,Comilla,Ruhi (Local) - medium (2.50-4.50 kg),Fish,370.0
2026,Comilla,Ruhi (Local) - small (1.50-2.00 kg),Fish,329.2275
2026,Comilla,Silver Carp,Fish,194.095
2026,Comilla,Sonali Chicken,Chicken,312.274
2026,Comilla,Telapia/Nilotica,Fish,200.14749999999998
2026,Coxsbazar,Broiler chicken,Chicken,180.45
2026,Coxsbazar,Katla (Local),Fish,331.15999999999997
2026,Coxsbazar,Katla-Small (1.50-2.00 kg),Fish,325.0
2026,Coxsbazar,Local Hen - Big (above 900 gm),Chicken,612.0799999999999
2026,Coxsbazar,Pangash (big),Fish,164.88
2026,Coxsbazar,Rice - Boro - Hybrid - Coarse,Rice,47.635
2026,Coxsbazar,Rice - Boro - Hybrid - Medium,Rice,65.175
2026,Coxsbazar,Rice-Boro-Hybrid -Fine,Rice,80.44
2026,Coxsbazar,Ruhi (Imported) small (1.50-2.00 kg),Fish,162.5
2026,Coxsbazar,Ruhi (Local) - small (1.50-2.00 kg),Fish,305.365
2026,Coxsbazar,Sonali Chicken,Chicken,293.565
2026,Coxsbazar,Telapia/Nilotica,Fish,219.375
2026,Dhaka,Broiler chicken,Chicken,183.055
2026,Dhaka,Chinigura Rice,Rice,153.56
2026,Dhaka,Grass carp,Fish,275.0
2026,Dhaka,Kai,Fish,206.5
2026,Dhaka,Kalojira,Rice,210.0
2026,Dhaka,Katla-Medium (2.50-4.50 kg),Fish,419.575
2026,Dhaka,Katla-Small (1.50-2.00 kg),Fish,338.8125
2026,Dhaka,Local,Chicken,740.33
2026,Dhaka,Pangash (big),Fish,178.7925
2026,Dhaka,Pangash (small),Fish,235.425
2026,Dhaka,Rice - Aman - Coarse,Rice,51.26333333333333
2026,Dhaka,Rice - Aman - Medium,Rice,57.26666666666667
2026,Dhaka,Rice - Aman-Fine,Rice,79.68666666666667
2026,Dhaka,Rice - Boro - Hybrid - Coarse,Rice,46.87
2026,Dhaka,Rice - Boro - Hybrid - Medium,Rice,69.7
2026,Dhaka,Rice-Boro-Hybrid -Fine,Rice,76.13
2026,Dhaka,Ruhi (Imported) medium (2.50-4.50 kg),Fish,441.49
2026,Dhaka,Ruhi (Imported) small (1.50-2.00 kg),Fish,350.0
2026,Dhaka,Ruhi (Local) - medium (2.50-4.50 kg),Fish,422.09666666666664
2026,Dhaka,Ruhi (Local) - small (1.50-2.00 kg),Fish,335.0733333333333
2026,Dhaka,Shrimp Bagda,Fish,762.5799999999999
2026,Dhaka,Silver Carp,Fish,189.35500000000002
2026,Dhaka,Singhi,Fish,359.21000000000004
2026,Dhaka,Sonali Chicken,Chicken,323.96000000000004
2026,Dhaka,Telapia/Nilotica,Fish,204.2925
2026,Dinajpur,Broiler chicken,Chicken,171.42
2026,Dinajpur,Chinigura Rice,Rice,147.46
2026,Dinajpur,Farm-raised Hen,Chicken,172.12
2026,Dinajpur,Kataribhog,Rice,119.13
2026,Dinajpur,Katla-Small (1.50-2.00 kg),Fish,342.005
2026,Dinajpur,Local Hen - Big (above 900 gm),Chicken,551.39
2026,Dinajpur,Mregal-small,Fish,197.98
2026,Dinajpur,Pangash (big),Fish,166.925
2026,Dinajpur,Rice - Aman - Coarse,Rice,46.335
2026,Dinajpur,Rice - Aman - Medium,Rice,51.754999999999995
2026,Dinajpur,Rice - Boro - Hybrid - Coarse,Rice,47.114999999999995
2026,Dinajpur,Rice - Boro - Hybrid - Medium,Rice,60.07
2026,Dinajpur,Rice-Boro-Hybrid -Fine,Rice,70.075
2026,Dinajpur,Rice-Boro-Medium,Rice,54.74
2026,Dinajpur,Ricel-Boro-Mota,Rice,43.0
2026,Dinajpur,Ruhi (Imported) small (1.50-2.00 kg),Fish,336.51
2026,Dinajpur,Ruhi (Local) - small (1.50-2.00 kg),Fish,357.31
2026,Dinajpur,Silver Carp,Fish,177.06
2026,Dinajpur,Sonali Chicken,Chicken,301.315
2026,Dinajpur,Telapia/Nilotica,Fish,156.96
2026,Faridpur,Chinigura Rice,Rice,151.52
2026,Faridpur,Farm-raised Hen,Chicken,182.56
2026,Faridpur,Hilsha (500-900) gm,Fish,1602.9
2026,Faridpur,Local Hen - Medium (700-850 gm),Chicken,609.1
2026,Faridpur,Rice - Aman - Medium,Rice,61.59
2026,Faridpur,Rice - Amon - Hybrid - Coarse,Rice,52.72
2026,Faridpur,Rice - Boro - Hybrid - Coarse,Rice,53.8
2026,Faridpur,Rice - Boro - Hybrid - Medium,Rice,65.16
2026,Faridpur,Rice-Boro-Fine,Rice,85.94
2026,Faridpur,Ruhi (Local) - medium (2.50-4.50 kg),Fish,373.65
2026,Faridpur,Sonali Chicken,Chicken,304.81
2026,Feni,Broiler chicken,Chicken,176.84500000000003
2026,Feni,Katla-Small (1.50-2.00 kg),Fish,380.23
2026,Feni,Pangash (small),Fish,181.11
2026,Feni,Rice - Aman - Coarse,Rice,50.98
2026,Feni,Rice - Aman - Medium,Rice,60.295
2026,Feni,Rice - Aman-Fine,Rice,78.08
2026,Feni,Ruhi (Local) - small (1.50-2.00 kg),Fish,364.8
2026,Feni,Sonali Chicken,Chicken,329.94500000000005
2026,Gaibandha,Broiler chicken,Chicken,168.635
2026,Gaibandha,Hilsha (500-900) gm,Fish,1347.92
2026,Gaibandha,Katla-Small (1.50-2.00 kg),Fish,345.58500000000004
2026,Gaibandha,Local Hen - Medium (700-850 gm),Chicken,620.09
2026,Gaibandha,Local Hen - Small (500-650 gm),Chicken,542.5799999999999
2026,Gaibandha,Pangash (big),Fish,153.465
2026,Gaibandha,Rice - Aman - Coarse,Rice,43.43
2026,Gaibandha,Rice - Aman - Medium,Rice,48.504999999999995
2026,Gaibandha,Rice - Aman-Fine,Rice,71.475
2026,Gaibandha,Rice - Boro - Hybrid - Medium,Rice,54.0
2026,Gaibandha,Rice-Boro-Fine,Rice,72.8
2026,Gaibandha,Rice-Boro-Hybrid -Fine,Rice,74.0
2026,Gaibandha,Rice-Boro-Medium,Rice,52.18
2026,Gaibandha,Ruhi (Local) - small (1.50-2.00 kg),Fish,335.12
2026,Gaibandha,Silver Carp,Fish,169.94
2026,Gaibandha,Sonali Chicken,Chicken,314.73
2026,Gaibandha,Telapia/Nilotica,Fish,190.55
2026,Gazipur,Broiler chicken,Chicken,176.26
2026,Gazipur,Chinigura Rice,Rice,160.01
2026,Gazipur,Grass carp,Fish,310.0
2026,Gazipur,Kai,Fish,225.0
2026,Gazipur,Katla-Medium (2.50-4.50 kg),Fish,365.0
2026,Gazipur,Katla-Small (1.50-2.00 kg),Fish,310.0
2026,Gazipur,Local Hen - Medium (700-850 gm),Chicken,632.9
2026,Gazipur,Local Hen - Small (500-650 gm),Chicken,667.74
2026,Gazipur,Mregal-big,Fish,265.0
2026,Gazipur,Pangash (big),Fish,156.08
2026,Gazipur,Rice - Aman-Fine,Rice,86.65
2026,Gazipur,Rice - Amon - Hybrid - Medium,Rice,56.75
2026,Gazipur,Rice - Boro - Hybrid - Coarse,Rice,50.01
2026,Gazipur,Rice - Boro - Hybrid - Medium,Rice,58.03
2026,Gazipur,Rice-Boro-Fine,Rice,81.1
2026,Gazipur,Rice-Boro-Medium,Rice,61.0
2026,Gazipur,Ricel-Boro-Mota,Rice,53.36
2026,Gazipur,Ruhi (Local) - medium (2.50-4.50 kg),Fish,410.0
2026,Gazipur,Ruhi (Local) - small (1.50-2.00 kg),Fish,345.0
2026,Gazipur,Shrimp Bagda,Fish,950.0
2026,Gazipur,Silver Carp,Fish,185.0
2026,Gazipur,Singhi,Fish,367.93
2026,Gazipur,Sonali Chicken,Chicken,322.07
2026,Gazipur,Telapia/Nilotica,Fish,174.24
2026,Gopalganj,Broiler chicken,Chicken,172.63
2026,Gopalganj,Chinigura Rice,Rice,139.71
2026,Gopalganj,Farm-raised Hen,Chicken,169.66
2026,Gopalganj,Grass carp,Fish,288.79
2026,Gopalganj,Kalojira,Rice,139.71
2026,Gopalganj,Katla-Small (1.50-2.00 kg),Fish,336.37
2026,Gopalganj,Local Hen - Big (above 900 gm),Chicken,555.83
2026,Gopalganj,Mregal-big,Fish,355.685
2026,Gopalganj,Mregal-small,Fish,206.275
2026,Gopalganj,Pangash (big),Fish,209.365
2026,Gopalganj,Rice - Boro - Hybrid - Coarse,Rice,49.32
2026,Gopalganj,Rice - Boro - Hybrid - Medium,Rice,57.83
2026,Gopalganj,Rice-Boro-Fine,Rice,75.54
2026,Gopalganj,Rice-Boro-Hybrid -Fine,Rice,78.8
2026,Gopalganj,Rice-Boro-Medium,Rice,55.81
2026,Gopalganj,Ricel-Boro-Mota,Rice,45.0
2026,Gopalganj,Ruhi (Local) - small (1.50-2.00 kg),Fish,411.48
2026,Gopalganj,Silver Carp,Fish,235.45999999999998
2026,Gopalganj,Sonali Chicken,Chicken,279.63
2026,Gopalganj,Telapia/Nilotica,Fish,212.515
2026,Habiganj,Broiler chicken,Chicken,164.515
2026,Habiganj,Chinigura Rice,Rice,152.01
2026,Habiganj,Grass carp,Fish,268.29
2026,Habiganj,Katla-Small (1.50-2.00 kg),Fish,348.89
2026,Habiganj,Local Hen - Big (above 900 gm),Chicken,622.69
2026,Habiganj,Pangash (small),Fish,183.83
2026,Habiganj,Rice - Aman - Coarse,Rice,45.43
2026,Habiganj,Rice - Aman - Medium,Rice,57.15
2026,Habiganj,Rice-Boro-Fine,Rice,74.95
2026,Habiganj,Rice-Boro-Medium,Rice,57.0
2026,Habiganj,Ricel-Boro-Mota,Rice,47.5
2026,Habiganj,Ruhi (Local) - small (1.50-2.00 kg),Fish,300.57
2026,Habiganj,Silver Carp,Fish,223.58
2026,Habiganj,Sonali Chicken,Chicken,327.57
2026,Habiganj,Telapia/Nilotica,Fish,185.555
2026,Jamalpur,Chinigura Rice,Rice,144.27
2026,Jamalpur,Farm-raised Hen,Chicken,170.22
2026,Jamalpur,Kalojira,Rice,132.7
2026,Jamalpur,Katla-Medium (2.50-4.50 kg),Fish,397.03
2026,Jamalpur,Local Hen - Medium (700-850 gm),Chicken,448.84
2026,Jamalpur,Pangash (big),Fish,163.05
2026,Jamalpur,Rice - Aman - Coarse,Rice,46.78
2026,Jamalpur,Rice - Aman - Medium,Rice,54.85
2026,Jamalpur,Rice - Aman-Fine,Rice,68.46
2026,Jamalpur,Rice - Boro - Hybrid - Coarse,Rice,50.13
2026,Jamalpur,Rice-Boro-Fine,Rice,70.68
2026,Jamalpur,Rice-Boro-Hybrid -Fine,Rice,69.0
2026,Jamalpur,Rice-Boro-Medium,Rice,57.78
2026,Jamalpur,Ruhi (Local) - medium (2.50-4.50 kg),Fish,418.21
2026,Jamalpur,Ruhi (Local) - small (1.50-2.00 kg),Fish,313.0
2026,Jashore,Broiler chicken,Chicken,175.1725
2026,Jashore,Grass carp,Fish,220.55
2026,Jashore,Katla (Local),Fish,270.68
2026,Jashore,Local Hen - Medium (700-850 gm),Chicken,539.87
2026,Jashore,Mregal-small,Fish,255.97
2026,Jashore,Pangash (big),Fish,165.26
2026,Jashore,Rice - Boro - Hybrid - Coarse,Rice,49.730000000000004
2026,Jashore,Rice - Boro - Hybrid - Medium,Rice,58.06
2026,Jashore,Rice-Boro-Fine,Rice,63.71
2026,Jashore,Rice-Boro-Hybrid -Fine,Rice,67.61
2026,Jashore,Ricel-Boro-Mota,Rice,48.42
2026,Jashore,Ruhi (Imported) small (1.50-2.00 kg),Fish,286.23
2026,Jashore,Ruhi (Local) - medium (2.50-4.50 kg),Fish,447.525
2026,Jashore,Ruhi (Local) - small (1.50-2.00 kg),Fish,355.7633333333333
2026,Jashore,Silver Carp,Fish,169.84
2026,Jashore,Sonali Chicken,Chicken,314.7733333333333
2026,Jashore,Telapia/Nilotica,Fish,188.20499999999998
2026,Jhalakathi,Chinigura Rice,Rice,150.87
2026,Jhalakathi,Farm-raised Hen,Chicken,175.95
2026,Jhalakathi,Grass carp,Fish,190.0
2026,Jhalakathi,Hilsha (500-900) gm,Fish,912.83
2026,Jhalakathi,Kai,Fish,235.94
2026,Jhalakathi,Katla-Medium (2.50-4.50 kg),Fish,410.84
2026,Jhalakathi,Katla-Small (1.50-2.00 kg),Fish,321.68
2026,Jhalakathi,Koral,Fish,650.0
2026,Jhalakathi,Mregal-small,Fish,190.0
2026,Jhalakathi,Pangash (big),Fish,162.42
2026,Jhalakathi,Pangash (small),Fish,189.84
2026,Jhalakathi,Poah,Fish,338.71
2026,Jhalakathi,Rice - Amon - Hybrid - Narrow,Rice,87.35
2026,Jhalakathi,Rice - Boro - Hybrid - Coarse,Rice,49.17
2026,Jhalakathi,Rice - Boro - Hybrid - Medium,Rice,57.04
2026,Jhalakathi,Rice-Boro-Hybrid -Fine,Rice,72.65
2026,Jhalakathi,Ruhi (Local) - medium (2.50-4.50 kg),Fish,420.0
2026,Jhalakathi,Ruhi (Local) - small (1.50-2.00 kg),Fish,336.03
2026,Jhalakathi,Shrimp Golda,Fish,1150.0
2026,Jhalakathi,Silver Carp,Fish,190.0
2026,Jhalakathi,Sonali Chicken,Chicken,303.71
2026,Jhalakathi,Telapia/Nilotica,Fish,180.0
2026,Jhenaidah,Broiler chicken,Chicken,187.92000000000002
2026,Jhenaidah,Grass carp,Fish,256.655
2026,Jhenaidah,Hilsha (500-900) gm,Fish,1604.77
2026,Jhenaidah,Kai,Fish,295.355
2026,Jhenaidah,Katla-Medium (2.50-4.50 kg),Fish,407.5
2026,Jhenaidah,Katla-Small (1.50-2.00 kg),Fish,318.38
2026,Jhenaidah,Mregal-small,Fish,254.775
2026,Jhenaidah,Pangash (big),Fish,168.93
2026,Jhenaidah,Pangash (small),Fish,234.725
2026,Jhenaidah,Rice - Aman - Coarse,Rice,46.94
2026,Jhenaidah,Rice - Amon - Hybrid - Medium,Rice,53.865
2026,Jhenaidah,Rice - Boro - Hybrid - Coarse,Rice,45.635
2026,Jhenaidah,Rice - Boro - Hybrid - Medium,Rice,59.755
2026,Jhenaidah,Rice-Boro-Fine,Rice,76.24
2026,Jhenaidah,Rice-Boro-Hybrid -Fine,Rice,77.59
2026,Jhenaidah,Ruhi (Local) - medium (2.50-4.50 kg),Fish,416.8
2026,Jhenaidah,Ruhi (Local) - small (1.50-2.00 kg),Fish,323.55
2026,Jhenaidah,Silver Carp,Fish,181.26
2026,Jhenaidah,Singhi,Fish,379.16
2026,Jhenaidah,Sonali Chicken,Chicken,287.5
2026,Jhenaidah,Telapia/Nilotica,Fish,195.89499999999998
2026,Joypurhat,Farm-raised Hen,Chicken,167.28
2026,Joypurhat,Hilsha (500-900) gm,Fish,1790.24
2026,Joypurhat,Katla-Small (1.50-2.00 kg),Fish,336.75
2026,Joypurhat,Local Hen - Small (500-650 gm),Chicken,541.26
2026,Joypurhat,Mregal-small,Fish,210.2
2026,Joypurhat,Pangash (big),Fish,170.16
2026,Joypurhat,Rice - Aman - Coarse,Rice,50.72
2026,Joypurhat,Rice - Aman - Medium,Rice,58.22
2026,Joypurhat,Rice - Amon - Hybrid - Narrow,Rice,69.3
2026,Joypurhat,Rice - Boro - Hybrid - Coarse,Rice,50.56
2026,Joypurhat,Rice - Boro - Hybrid - Medium,Rice,58.38
2026,Joypurhat,Rice-Boro-Hybrid -Fine,Rice,68.57
2026,Joypurhat,Ruhi (Local) - small (1.50-2.00 kg),Fish,345.93
2026,Joypurhat,Silver Carp,Fish,193.05
2026,Joypurhat,Sonali Chicken,Chicken,286.91
2026,Joypurhat,Telapia/Nilotica,Fish,184.92
2026,Khagrachhari,Broiler chicken,Chicken,189.125
2026,Khagrachhari,Chinigura Rice,Rice,100.89
2026,Khagrachhari,Grass carp,Fish,245.0
2026,Khagrachhari,Kalojira,Rice,142.5
2026,Khagrachhari,Kataribhog,Rice,84.55
2026,Khagrachhari,Katla-Small (1.50-2.00 kg),Fish,330.0
2026,Khagrachhari,Local Hen - Big (above 900 gm),Chicken,605.89
2026,Khagrachhari,Pangash (big),Fish,165.0
2026,Khagrachhari,Rice - Aman - Coarse,Rice,48.61
2026,Khagrachhari,Rice - Aman - Medium,Rice,55.585
2026,Khagrachhari,Rice - Aman - Pajam,Rice,55.65
